,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_NATURALEZA,COLE_BILINGUE,COLE_CARACTER,COLE_AREA_UBICACION,COLE_JORNADA,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL,CALIFICACION
7234,0,3,2,3,1,1,1,1,1,0,1,0,1,1,0,3,0,0,2,2,1,41,35,39,33,58,193,REGULAR
7236,0,1,1,3,1,1,1,1,0,0,1,0,0,1,0,2,0,0,1,2,3,42,32,43,26,27,175,REGULAR
7237,0,2,2,3,1,1,0,1,0,0,0,0,1,2,1,0,0,0,1,2,4,34,32,35,28,36,163,REGULAR
7238,0,3,2,3,1,1,1,1,1,0,1,0,0,1,1,3,0,0,2,2,1,62,54,54,51,42,271,GANO
7239,0,2,2,3,1,1,1,1,1,0,0,0,0,2,0,3,0,0,2,2,5,52,46,49,46,57,245,REGULAR
7241,0,4,2,3,1,1,1,1,1,1,1,1,1,0,1,2,0,0,2,1,5,72,68,66,55,67,327,GANO
7243,0,3,1,2,1,1,1,1,1,1,1,1,0,2,1,2,0,0,2,2,1,59,51,53,55,56,273,GANO
7244,0,5,1,2,1,1,1,1,1,1,0,1,0,1,0,2,0,1,1,1,5,67,66,62,58,85,325,GANO
7245,0,6,2,4,1,1,1,1,1,1,0,0,0,2,4,3,0,1,1,2,5,74,77,73,67,100,374,GANO
7246,0,5,2,3,1,1,1,1,1,1,0,1,2,2,1,3,0,1,1,2,5,56,60,60,57,78,299,GANO
7247,0,3,1,2,0,0,0,1,1,0,0,0,0,2,4,1,0,0,1,2,2,43,29,31,26,39,164,REGULAR
7248,0,3,2,3,1,1,1,1,0,0,1,0,1,1,1,1,0,0,2,2,1,66,70,58,55,48,306,GANO
7249,0,3,2,3,1,0,1,1,0,0,1,0,3,0,4,3,0,0,1,2,1,67,75,67,63,58,336,GANO
7251,0,3,1,2,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,2,1,64,71,62,59,57,317,GANO
7252,0,3,2,3,1,1,1,1,1,0,1,0,3,0,4,2,0,0,1,2,5,54,49,56,50,66,267,GANO
7253,0,5,3,3,1,1,1,1,1,1,0,1,1,2,2,3,0,0,2,2,1,37,41,40,30,50,190,REGULAR
7254,0,4,3,2,1,1,1,1,0,0,0,0,2,0,0,3,0,0,1,2,0,72,68,67,68,66,343,GANO
7255,0,4,2,3,1,1,1,1,1,1,0,0,1,2,2,3,0,0,2,2,1,57,49,47,43,56,248,REGULAR
7256,0,3,2,3,1,1,1,1,1,1,1,1,2,1,1,3,0,0,1,2,1,65,64,68,62,66,324,GANO
7257,0,3,2,2,1,1,1,1,1,0,1,1,2,1,3,2,0,0,1,2,1,70,60,59,57,69,310,GANO
7258,0,3,2,3,1,1,1,1,1,1,0,1,2,1,4,2,0,0,1,1,5,69,70,70,65,81,347,GANO
7259,0,3,3,4,1,1,1,1,1,0,1,0,1,2,2,3,0,0,2,2,1,59,60,53,49,50,274,GANO
7261,0,3,2,3,1,1,1,1,0,1,1,0,2,1,4,1,0,0,2,2,1,61,55,49,59,72,286,GANO
7262,0,3,2,2,0,1,1,1,1,1,1,1,2,2,0,0,0,0,3,2,1,34,50,43,24,45,192,REGULAR
7263,0,3,2,3,1,1,1,1,1,1,1,0,1,0,2,3,0,0,3,2,1,68,63,62,65,72,325,GANO
7265,0,5,2,3,1,1,1,1,1,1,1,0,3,0,1,2,0,1,1,1,5,74,69,65,62,83,343,GANO
7266,0,2,2,3,1,1,1,1,1,0,1,0,2,0,1,2,0,0,1,2,5,82,100,77,80,86,424,GANO
7268,0,0,2,2,1,1,0,0,0,0,0,0,0,1,4,3,0,0,1,2,3,35,39,43,42,47,202,REGULAR
7269,0,2,1,2,1,1,0,1,1,0,0,0,2,2,1,3,0,0,1,2,1,63,52,63,52,61,289,GANO
7270,0,2,2,3,1,1,1,1,1,1,1,0,1,1,4,2,0,0,2,2,1,61,62,57,60,57,299,GANO
7271,0,3,2,2,1,1,1,1,1,1,0,1,0,1,2,0,0,0,3,2,2,69,68,66,65,74,338,GANO
7272,0,4,2,3,1,1,1,1,1,1,0,0,0,0,4,3,0,0,1,2,5,46,51,46,55,63,253,GANO
7273,0,2,2,4,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,2,5,68,68,65,62,85,336,GANO
7274,0,5,2,3,1,1,1,1,0,1,1,1,0,1,0,3,0,0,1,2,5,63,63,61,63,75,317,GANO
7275,0,6,2,3,1,1,1,1,1,1,0,1,3,1,4,1,0,0,1,2,1,50,55,50,33,72,245,REGULAR
7276,0,4,2,3,1,1,1,1,1,1,0,1,3,1,2,2,0,1,1,2,5,75,100,74,78,86,410,GANO
7277,0,2,2,3,1,0,1,1,0,0,0,0,2,1,2,3,0,0,1,2,5,70,66,61,54,55,311,GANO
7278,0,4,2,3,1,1,1,1,1,0,0,1,0,0,4,3,0,1,1,2,5,51,54,52,53,70,269,GANO
7279,0,3,2,3,1,1,1,1,1,1,0,1,1,1,1,2,0,1,1,1,5,55,67,61,57,66,302,GANO
7280,0,3,3,4,1,1,1,1,1,1,0,1,1,1,1,2,0,0,1,2,1,48,54,49,44,53,245,REGULAR
7282,0,4,2,4,1,1,1,1,1,1,1,1,1,1,2,3,0,1,1,1,5,62,52,55,47,68,275,GANO
7283,0,1,2,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,2,3,42,46,42,46,39,218,REGULAR
7285,0,6,3,2,1,1,1,1,1,1,1,1,0,1,0,2,0,0,1,1,5,61,57,48,46,85,277,GANO
7286,0,5,2,4,1,1,1,1,1,1,0,1,2,1,4,2,0,0,1,2,5,65,63,55,55,68,301,GANO
7290,0,6,2,3,1,1,1,1,1,0,0,0,2,1,1,2,0,0,1,2,5,73,65,74,69,79,355,GANO
7291,0,3,4,6,1,1,1,1,1,1,0,1,2,2,2,3,0,0,3,2,1,61,45,51,58,75,277,GANO
7292,0,3,2,3,1,1,1,1,0,0,0,0,0,2,4,1,0,0,2,2,1,57,45,53,44,52,250,REGULAR
7293,0,4,3,3,1,1,1,1,1,0,0,0,1,1,0,3,0,0,1,2,1,69,65,65,67,81,338,GANO
7294,0,2,3,3,1,1,1,1,1,0,0,1,1,1,2,0,0,0,3,2,1,69,68,64,65,66,332,GANO
7295,0,4,1,2,1,1,1,1,1,1,0,0,0,1,1,3,0,1,1,2,5,57,56,59,56,77,293,GANO
7296,0,4,3,6,1,1,1,1,1,1,0,1,2,1,3,2,0,0,1,2,5,55,55,50,55,75,277,GANO
7297,0,5,3,4,1,0,1,1,1,1,1,1,3,1,3,2,0,1,1,2,5,61,54,55,58,72,291,GANO
7299,0,3,5,1,1,1,1,1,0,0,1,1,0,1,0,2,0,0,1,2,1,38,43,42,33,32,192,REGULAR
7302,1,2,2,2,1,1,1,1,0,0,0,0,0,1,0,2,0,0,1,2,5,51,54,54,49,54,261,GANO
7303,0,6,5,6,1,1,0,1,0,0,1,1,1,0,1,2,0,1,1,2,5,61,61,59,56,71,301,GANO
7304,0,6,3,4,1,1,1,1,1,1,0,1,3,1,1,3,0,1,1,2,5,77,66,62,64,72,338,GANO
7306,0,4,2,3,1,1,1,1,1,1,1,0,2,0,1,2,0,0,1,2,1,73,66,64,66,81,342,GANO
7308,0,4,3,3,1,1,1,1,1,0,1,1,1,1,4,3,0,0,1,2,3,47,47,37,39,49,215,REGULAR
7309,0,3,1,2,1,1,0,0,1,0,0,1,0,2,4,1,0,0,3,2,1,43,35,37,41,66,205,REGULAR
7310,0,4,2,3,1,1,1,1,0,1,0,1,1,1,4,3,0,0,1,2,5,69,71,66,68,76,345,GANO
7311,0,3,1,2,0,1,1,1,1,1,0,0,0,1,0,3,0,0,1,2,1,50,46,44,32,55,220,REGULAR
7312,0,3,5,3,0,0,1,0,0,1,0,0,2,1,2,0,0,0,2,2,1,66,60,50,44,53,274,GANO
7313,0,5,2,3,1,1,1,1,1,1,0,0,1,1,0,2,0,0,1,2,5,74,60,70,57,71,328,GANO
7315,0,3,2,1,1,1,0,1,1,0,1,0,1,2,0,1,0,0,1,2,1,53,33,37,35,41,198,REGULAR
7316,0,2,2,3,1,1,0,1,1,0,1,0,1,0,1,0,0,0,3,2,1,70,64,65,65,66,330,GANO
7317,0,3,2,2,0,0,0,1,0,0,0,0,2,1,1,2,0,0,3,2,1,64,57,53,59,52,289,GANO
7318,0,2,2,2,1,0,1,1,1,0,1,0,0,1,0,3,0,0,2,2,1,58,53,64,55,77,295,GANO
7319,0,4,2,3,1,1,1,1,1,1,1,0,2,2,2,2,0,0,1,2,5,75,67,67,67,88,352,GANO
7320,0,2,1,3,1,1,1,1,0,0,0,0,0,0,4,3,0,0,1,2,1,53,50,56,53,53,265,GANO
7321,0,3,2,3,1,1,1,1,1,1,1,1,2,0,4,3,0,0,1,2,1,42,56,44,29,51,217,REGULAR
7323,0,3,2,3,1,1,1,1,1,0,0,0,1,2,1,0,0,0,1,2,4,39,32,46,41,56,204,REGULAR
7324,0,6,3,3,1,1,1,1,1,1,0,1,1,1,4,2,0,1,1,1,5,60,69,53,50,81,299,GANO
7326,0,4,2,3,1,1,0,1,0,0,0,0,1,1,0,3,0,0,3,2,4,50,49,37,40,46,221,REGULAR
7327,0,2,3,5,1,1,1,1,1,1,0,1,1,1,0,2,0,0,1,2,1,58,55,48,52,67,272,GANO
7328,0,3,3,3,1,1,1,1,1,1,0,0,1,1,4,3,0,0,1,2,0,51,60,45,52,43,257,GANO
7329,0,2,2,2,1,1,1,1,1,1,1,0,1,1,2,2,0,0,2,2,0,59,62,53,43,47,268,GANO
7330,0,4,3,3,1,1,1,1,0,0,1,0,2,0,0,2,0,0,2,2,0,41,52,45,37,48,220,REGULAR
7332,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,4,43,34,43,47,35,206,REGULAR
7335,0,4,1,2,1,1,1,1,1,1,1,0,2,1,4,1,0,0,1,2,5,63,65,60,59,80,316,GANO
7338,0,3,3,4,1,0,0,1,1,1,1,0,0,1,0,3,0,0,1,2,1,48,51,38,39,46,221,REGULAR
7339,0,3,2,4,1,1,1,1,1,0,0,1,1,2,0,1,0,0,1,2,1,56,64,62,58,53,297,GANO
7340,0,6,3,4,1,1,1,1,1,1,1,1,3,2,4,2,0,1,1,2,5,66,74,68,66,80,347,GANO
7342,0,6,1,5,1,1,1,1,1,0,0,0,3,0,1,2,0,1,1,1,5,72,79,76,75,89,383,GANO
7343,0,3,1,1,0,1,0,0,0,0,0,0,0,0,4,3,0,0,1,2,4,46,23,40,29,29,170,REGULAR
7344,0,6,2,3,1,1,1,1,1,1,0,0,2,1,1,2,0,1,1,2,5,70,76,68,74,80,363,GANO
7345,0,6,2,3,1,0,1,1,1,1,0,0,2,2,4,2,0,0,1,2,5,66,77,70,70,82,358,GANO
7348,0,1,2,3,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,2,3,49,47,40,43,33,219,REGULAR
7349,0,5,1,2,1,1,1,1,1,0,0,0,0,2,3,3,0,0,1,1,5,59,56,56,55,75,290,GANO
7350,0,3,3,5,1,1,1,1,0,0,1,0,1,2,2,2,0,0,1,2,1,58,45,48,52,48,253,GANO
7351,0,3,2,3,1,1,1,1,1,0,0,0,0,2,0,2,0,0,2,2,1,45,35,40,48,47,212,REGULAR
7353,0,3,2,3,1,1,1,1,0,0,1,0,0,1,0,2,0,0,1,2,1,47,52,47,52,48,247,REGULAR
7354,0,4,2,4,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,1,59,53,55,59,74,289,GANO
7355,0,6,3,4,1,1,1,1,1,1,1,1,3,2,1,2,0,1,1,2,5,74,71,69,66,85,356,GANO
7358,0,6,2,3,1,1,1,1,1,1,1,1,0,1,2,3,0,0,1,2,5,65,67,55,60,89,319,GANO
7359,0,3,2,3,1,1,1,1,1,1,0,1,2,1,1,3,0,0,1,2,1,73,75,73,71,81,368,GANO
7360,0,2,2,2,1,1,1,1,0,0,1,0,0,1,4,2,0,0,2,2,1,65,51,63,66,70,310,GANO
7361,0,4,1,2,1,1,1,1,1,1,0,0,0,2,1,3,0,0,1,2,1,69,59,59,60,78,315,GANO
7363,0,3,2,3,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,2,1,70,66,62,68,78,337,GANO
7365,0,4,2,4,1,0,1,1,1,1,0,0,2,2,0,3,0,0,1,2,1,33,34,36,31,33,167,REGULAR
7369,0,6,2,1,1,1,1,1,1,1,0,0,3,1,0,2,0,1,3,2,5,67,71,62,58,72,325,GANO
7370,0,3,2,3,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,5,68,68,61,60,72,324,GANO
7371,0,2,1,2,1,1,1,1,1,1,1,0,0,2,0,3,0,0,2,2,1,59,50,46,34,48,237,REGULAR
7372,0,4,2,4,1,1,1,1,1,1,0,1,2,2,0,1,0,1,1,1,5,76,61,64,70,82,344,GANO
7373,0,2,1,2,1,1,0,1,1,0,1,0,0,2,1,0,0,0,1,2,1,46,39,48,45,45,223,REGULAR
7374,0,5,1,2,1,1,1,1,1,0,0,0,2,1,2,1,0,0,1,2,0,71,55,56,59,67,304,GANO
7375,0,4,1,2,1,1,1,1,0,0,0,0,0,1,4,2,0,0,3,2,1,50,47,41,38,43,220,REGULAR
7376,0,4,3,3,1,1,0,1,1,1,0,1,2,0,2,2,0,1,2,2,5,62,49,45,52,62,264,GANO
7377,0,5,3,4,1,1,1,1,1,1,1,1,2,0,0,3,0,0,1,2,5,75,51,57,62,72,310,GANO
7379,0,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,2,3,52,54,47,48,49,251,GANO
7380,0,3,2,4,1,0,1,1,1,1,0,0,2,1,3,1,0,0,1,1,5,62,65,63,64,57,315,GANO
7383,0,2,2,2,1,0,1,1,1,0,0,0,3,0,1,0,0,0,3,2,1,60,60,59,57,50,292,GANO
7386,0,5,2,3,1,1,1,1,1,1,0,0,2,1,1,2,0,0,1,2,3,70,70,61,71,88,348,GANO
7388,0,6,2,4,1,1,1,1,1,1,0,0,1,1,1,2,0,1,3,1,5,66,51,51,53,74,283,GANO
7389,0,5,3,5,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,2,5,60,67,59,52,64,299,GANO
7390,0,6,2,4,1,1,0,1,0,0,0,1,0,2,0,3,0,0,1,2,1,55,43,51,36,54,234,REGULAR
7391,0,6,2,2,1,1,1,1,1,1,0,0,2,0,1,2,0,0,1,2,5,58,52,61,40,65,268,GANO
7392,0,3,2,2,1,1,1,1,0,0,0,0,1,1,2,3,0,0,2,2,1,76,62,59,68,60,329,GANO
7393,0,3,5,5,1,1,0,1,1,1,0,0,1,0,4,2,0,0,0,2,4,55,28,47,47,48,223,REGULAR
7394,0,3,2,3,1,1,1,1,1,1,1,0,0,1,2,3,0,0,1,2,1,65,52,53,56,60,284,GANO
7395,0,3,2,3,1,0,1,0,1,0,1,0,0,2,4,3,0,0,2,2,1,51,61,59,55,57,283,GANO
7396,0,4,2,2,1,1,1,1,1,0,0,0,0,2,4,3,0,0,2,2,1,55,37,39,46,64,229,REGULAR
7397,0,4,2,3,1,1,1,1,1,1,1,0,2,0,0,2,0,0,1,2,5,63,62,59,55,78,306,GANO
7398,0,3,2,3,1,1,1,1,0,0,1,0,2,1,0,3,0,0,3,2,5,75,71,69,61,72,346,GANO
7399,0,4,2,3,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,5,61,67,65,60,54,313,GANO
7400,0,3,4,4,1,1,1,1,1,0,1,1,0,0,1,3,0,0,2,2,1,58,68,57,52,46,289,GANO
7401,0,3,2,3,1,0,1,1,1,1,0,0,2,1,1,2,0,0,1,2,5,68,67,67,71,63,339,GANO
7402,0,3,1,2,1,1,1,1,0,0,0,0,3,0,4,3,0,0,1,2,5,60,42,50,60,77,274,GANO
7403,0,4,2,2,1,1,1,1,1,0,0,0,0,1,3,3,0,0,1,2,5,48,36,43,46,63,224,REGULAR
7404,0,3,5,5,1,1,1,1,1,0,0,0,0,1,4,1,0,0,3,2,1,68,72,72,63,67,343,GANO
7405,0,2,4,6,1,1,1,1,1,0,1,1,0,0,2,3,0,0,2,2,1,60,50,56,64,83,297,GANO
7406,0,3,2,3,1,1,1,1,1,1,0,0,1,1,2,3,0,0,3,2,1,66,60,51,58,73,299,GANO
7407,0,3,3,3,1,0,1,1,1,1,0,1,1,2,1,2,0,0,1,2,5,48,42,45,55,34,232,REGULAR
7408,0,3,2,2,1,1,0,1,0,0,0,0,3,1,2,3,0,0,1,2,4,47,54,50,50,53,252,GANO
7410,0,5,2,3,1,1,1,1,1,1,0,0,2,0,4,3,0,0,1,2,5,58,62,62,57,72,303,GANO
7413,0,4,2,3,1,1,1,1,1,1,0,1,1,1,0,2,0,0,2,2,1,49,56,52,47,51,255,GANO
7414,0,2,3,3,1,0,1,1,1,1,0,1,0,1,0,3,0,0,2,2,1,69,61,57,62,55,308,GANO
7415,0,4,2,4,1,1,1,1,0,0,0,0,3,1,4,3,0,0,1,2,5,47,40,39,32,56,204,REGULAR
7416,0,1,3,4,1,1,1,1,0,0,1,0,2,1,3,3,0,0,2,2,5,59,48,53,62,53,277,GANO
7417,0,5,2,3,1,1,1,1,1,1,0,0,2,0,0,2,0,1,1,2,5,73,69,74,73,82,365,GANO
7418,0,4,3,3,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1,2,5,62,63,56,56,64,298,GANO
7419,0,4,2,4,1,1,1,1,1,1,0,0,1,1,1,2,0,0,1,2,5,52,54,47,38,50,240,REGULAR
7420,0,3,3,5,1,1,1,1,0,0,1,0,0,1,2,2,0,0,1,2,1,60,53,50,44,48,257,GANO
7421,0,3,2,2,1,1,1,1,1,1,1,1,1,1,0,3,0,0,1,2,1,60,55,61,64,57,299,GANO
7422,0,5,3,3,1,1,1,0,1,1,0,1,0,1,0,3,0,0,1,2,1,54,46,43,33,33,216,REGULAR
7424,0,5,3,4,1,1,1,1,1,0,0,0,2,1,3,2,0,0,1,1,5,70,66,62,69,66,333,GANO
7425,0,0,3,4,1,1,1,1,1,1,0,1,3,2,4,1,0,0,1,2,5,66,53,30,54,58,257,GANO
7426,0,3,3,3,1,1,1,1,1,0,1,0,1,2,2,3,0,0,1,2,1,69,44,50,55,44,268,GANO
7427,0,2,2,2,1,1,1,1,0,1,0,0,1,1,0,2,0,0,1,2,1,70,60,63,59,49,310,GANO
7429,0,2,1,2,1,1,0,1,1,0,0,0,0,1,4,3,0,0,1,2,5,62,60,65,59,70,311,GANO
7430,0,2,3,4,1,1,1,1,1,1,1,0,2,2,0,3,0,0,1,2,1,52,45,47,38,51,230,REGULAR
7431,0,3,2,3,1,1,1,1,1,1,1,0,3,1,0,1,0,0,1,2,3,50,52,53,52,59,262,GANO
7432,0,3,2,3,1,1,1,1,0,1,1,0,1,1,4,3,0,0,1,2,4,52,57,56,61,61,284,GANO
7435,0,3,2,4,1,1,1,1,0,1,1,0,1,1,4,2,0,0,2,2,1,51,50,52,51,43,252,GANO
7436,0,2,2,2,1,1,1,1,1,0,1,0,0,1,4,3,0,0,2,2,1,54,57,52,46,61,265,GANO
7437,0,1,1,2,1,1,1,1,1,0,1,0,0,1,1,3,0,0,1,2,4,50,50,36,47,39,226,REGULAR
7438,0,3,3,3,1,1,1,1,1,0,0,1,2,1,1,2,0,0,2,2,1,50,67,60,58,60,294,GANO
7439,0,3,2,4,1,1,1,1,1,1,0,1,1,1,2,3,0,0,1,2,5,63,49,58,57,60,285,GANO
7440,0,4,2,3,1,1,1,1,1,1,0,1,0,1,4,2,0,0,1,2,1,60,50,54,53,73,278,GANO
7441,0,6,2,3,1,1,1,1,1,1,0,1,2,1,1,3,0,0,1,2,5,65,72,67,74,83,353,GANO
7442,0,3,2,3,1,1,1,1,1,1,1,0,0,1,4,3,0,0,3,2,2,70,57,58,61,82,315,GANO
7445,0,3,2,2,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,2,1,40,53,46,41,46,225,REGULAR
7446,0,6,2,3,1,1,1,1,1,1,0,1,3,1,1,2,0,1,1,2,5,70,69,64,67,80,342,GANO
7447,0,5,2,4,1,1,1,1,1,0,1,1,3,1,2,3,0,0,1,2,5,58,64,54,53,83,296,GANO
7448,0,5,2,2,1,1,1,1,1,1,0,1,2,2,0,2,0,0,1,2,5,74,72,71,62,84,354,GANO
7449,0,6,2,4,1,1,1,1,1,1,0,1,3,1,4,3,0,1,1,2,5,65,75,64,58,82,334,GANO
7452,0,2,2,3,1,1,1,1,1,1,0,1,1,1,1,2,0,0,2,2,5,48,43,46,53,54,240,REGULAR
7453,0,6,3,4,1,1,1,1,1,1,0,1,3,2,3,3,0,0,1,2,5,66,60,53,49,78,293,GANO
7454,0,5,2,3,1,1,1,1,1,1,0,1,2,1,4,2,0,0,1,1,5,80,75,75,68,86,377,GANO
7455,0,4,3,4,1,1,1,1,1,1,0,1,2,2,0,3,0,1,1,2,5,64,58,58,67,78,315,GANO
7456,0,4,3,3,1,1,1,1,1,1,0,1,2,1,0,3,0,0,1,2,5,40,48,51,29,57,216,REGULAR
7457,0,2,2,3,1,1,0,1,1,1,0,0,0,1,0,2,0,0,2,2,0,63,72,68,59,62,326,GANO
7458,0,5,2,3,1,1,1,1,1,1,0,1,2,2,2,2,0,0,1,2,5,59,59,60,50,66,288,GANO
7459,1,3,2,2,1,1,1,1,0,1,0,0,2,1,1,3,0,0,2,1,5,48,49,44,38,68,233,REGULAR
7460,0,3,2,3,1,1,1,1,1,0,0,0,2,2,0,2,0,0,1,2,1,49,50,51,42,56,243,REGULAR
7461,0,3,2,3,1,1,1,1,1,1,1,0,1,1,1,3,0,0,2,2,1,58,55,56,53,52,276,GANO
7462,0,2,2,3,1,1,1,1,1,0,1,1,0,2,1,2,0,0,1,2,5,55,57,49,54,45,265,GANO
7463,0,5,2,3,1,1,1,1,1,1,1,1,0,2,4,0,0,0,1,2,5,60,58,52,55,71,287,GANO
7464,0,2,3,6,1,1,1,1,1,0,0,0,2,1,4,3,0,0,1,2,1,41,35,41,32,37,186,REGULAR
7466,0,3,2,3,1,1,1,1,1,0,0,1,0,2,4,0,0,0,1,2,1,44,32,40,34,34,186,REGULAR
7468,0,3,2,2,1,1,1,1,0,0,0,0,1,1,1,2,0,0,2,2,0,63,50,61,64,52,295,GANO
7469,0,2,2,3,1,1,1,1,0,0,0,0,1,0,0,2,0,0,3,2,1,52,37,45,44,41,221,REGULAR
7470,0,6,2,3,1,1,1,1,1,1,0,1,1,1,0,2,0,0,1,2,5,71,75,72,74,77,367,GANO
7471,0,4,2,4,1,1,1,1,1,1,0,1,1,1,2,2,0,0,2,2,1,54,39,40,32,61,214,REGULAR
7472,0,4,2,3,1,0,1,1,1,0,0,0,1,1,0,2,0,0,1,2,1,79,80,75,70,81,382,GANO
7473,0,4,2,2,1,1,1,1,1,1,0,1,1,1,4,3,0,1,1,1,5,63,80,72,69,100,366,GANO
7474,0,1,2,4,1,1,1,1,0,0,0,0,1,2,4,1,0,0,1,2,3,47,38,43,31,50,203,REGULAR
7475,0,4,1,2,1,1,1,1,1,1,0,0,0,2,2,3,0,1,1,2,5,64,51,58,62,79,302,GANO
7476,0,4,2,2,1,0,1,1,1,0,1,0,2,2,1,2,0,0,1,2,1,61,53,63,63,71,304,GANO
7477,0,3,2,3,1,1,1,1,1,1,0,0,2,2,0,2,0,0,2,2,5,73,62,60,73,75,338,GANO
7479,0,4,2,2,1,1,1,1,1,1,0,1,2,2,2,3,0,0,2,2,5,69,66,62,67,78,335,GANO
7480,0,3,2,2,1,0,1,1,1,1,1,0,1,1,0,3,0,0,1,2,1,55,42,40,47,48,231,REGULAR
7481,0,5,3,3,1,1,1,1,1,1,0,1,2,2,4,2,0,1,2,2,5,74,69,67,68,78,351,GANO
7482,0,3,3,3,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,2,4,60,57,64,53,69,297,GANO
7483,0,4,2,3,1,1,0,1,0,0,0,1,1,1,0,2,0,0,1,2,5,58,60,62,61,69,305,GANO
7484,0,3,3,5,1,1,1,1,1,1,1,1,1,2,0,2,0,0,1,2,1,63,58,57,56,69,297,GANO
7485,0,4,2,4,1,1,1,1,1,1,1,0,1,2,2,0,0,0,1,2,1,62,59,64,66,64,314,GANO
7486,0,2,1,2,1,0,1,1,0,1,0,0,0,1,2,3,0,1,2,2,5,72,71,68,72,72,354,GANO
7487,0,3,2,4,1,1,1,1,0,0,1,0,0,1,0,1,0,0,2,2,1,67,60,62,56,68,309,GANO
7488,0,6,3,5,1,1,1,1,1,1,0,1,3,1,4,2,0,0,1,1,5,70,69,71,60,86,345,GANO
7489,0,3,2,3,1,1,1,1,0,0,1,0,2,1,0,2,0,0,1,2,1,62,61,58,49,64,290,GANO
7490,0,1,2,4,1,1,1,1,0,1,0,1,0,2,0,0,0,0,2,2,5,45,38,38,33,38,192,REGULAR
7491,0,3,2,3,1,1,1,1,1,0,1,0,2,2,0,3,0,0,3,2,5,61,57,62,49,75,293,GANO
7492,0,4,1,2,1,1,1,1,1,1,1,0,0,2,4,3,0,0,1,2,1,65,70,66,73,81,347,GANO
7493,0,5,1,2,1,1,1,1,1,1,0,1,0,0,2,3,0,0,1,2,5,64,56,60,54,76,299,GANO
7494,0,4,3,4,1,1,1,1,1,0,1,1,2,2,3,3,0,0,1,2,5,63,54,56,55,55,284,GANO
7498,0,3,2,3,1,1,1,1,1,1,0,1,1,0,1,2,0,1,2,2,5,58,54,49,48,57,263,GANO
7499,0,3,2,3,1,1,1,1,1,1,0,1,3,2,2,3,0,0,1,2,5,68,56,54,55,81,300,GANO
7500,0,6,2,3,1,1,1,1,1,1,0,0,2,1,1,2,0,0,1,2,5,43,51,50,41,75,242,REGULAR
7501,0,2,3,3,1,1,0,1,0,1,0,0,0,1,1,2,0,0,1,2,1,64,64,60,58,62,308,GANO
7502,0,3,2,4,1,1,1,1,0,0,0,0,1,0,0,3,0,0,1,2,1,58,46,44,31,52,227,REGULAR
7503,0,3,2,4,1,0,1,1,1,1,0,1,3,1,2,2,0,0,1,2,5,62,36,38,38,55,222,REGULAR
7504,0,5,2,4,1,1,1,1,1,0,0,0,0,1,4,2,0,0,1,2,1,59,53,52,50,57,269,GANO
7505,0,4,2,4,1,1,1,1,1,1,1,1,2,0,0,3,0,1,1,2,5,63,76,71,61,82,344,GANO
7506,0,2,2,4,1,1,0,1,1,0,0,0,2,2,0,0,0,0,2,2,0,58,57,56,54,57,282,GANO
7507,0,1,3,2,1,1,1,1,0,0,0,0,0,1,4,3,0,0,1,2,4,51,53,37,33,47,219,REGULAR
7508,0,3,2,3,1,1,1,1,1,1,0,1,2,2,1,2,0,1,1,2,5,70,65,69,59,70,330,GANO
7509,0,3,3,5,1,1,1,1,1,1,1,1,0,2,4,3,0,0,1,2,1,80,63,68,66,80,350,GANO
7510,0,4,1,2,1,1,1,1,0,1,0,0,2,0,2,3,0,0,1,1,5,68,67,66,73,89,350,GANO
7511,0,2,1,2,1,1,1,1,1,0,1,0,0,1,4,2,0,0,1,2,5,63,55,45,53,45,267,GANO
7512,0,1,3,4,1,0,1,1,1,0,1,1,2,1,4,2,0,0,1,2,1,62,63,61,54,45,294,GANO
