FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENESERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENEAUTOMOVIL;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONINTERNET;COLE_BILINGUE;COLE_JORNADA;PUNT_LECTURA_CRITICA;PUNT_MATEMATICAS;PUNT_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PUNT_INGLES;PUNT_GLOBAL;CALIFICACION
5;1;1;1;1;1;1;3;1;2;1;5;65;68;69;78;77;353;0
3;1;1;1;1;1;0;2;1;3;0;5;64;67;49;57;84;306;0
6;1;1;1;1;1;1;3;2;2;0;5;57;58;62;55;84;300;0
6;1;1;1;1;1;1;3;2;2;1;5;72;81;71;60;100;366;0
6;1;1;1;1;1;1;3;1;1;1;5;68;74;64;71;84;352;0
4;1;1;1;0;1;0;1;1;3;0;5;62;68;53;56;63;300;0
5;1;1;1;1;1;1;2;2;3;0;5;76;73;69;74;86;370;0
5;1;1;1;1;1;0;1;1;2;0;5;50;61;46;46;59;257;0
4;1;1;1;1;1;1;3;0;2;1;5;74;76;64;70;83;360;0
4;1;1;1;1;1;1;2;2;3;1;5;58;78;72;67;77;347;0
5;1;1;1;1;1;1;2;1;2;1;5;70;71;64;69;100;355;0
6;1;1;1;1;1;1;3;2;3;1;5;60;65;61;64;83;320;0
6;1;1;1;1;1;1;3;1;2;1;5;68;67;73;68;86;352;0
5;1;1;1;1;1;1;3;2;3;1;5;74;68;72;77;100;374;0
5;1;1;1;1;1;1;1;1;1;0;5;65;63;60;60;82;318;0
5;1;1;1;1;1;0;3;1;3;1;5;65;60;60;68;83;324;0
6;1;1;1;1;1;1;3;2;3;0;5;69;76;74;59;100;359;0
4;1;1;1;1;1;1;3;1;3;1;5;76;74;76;77;84;382;0
4;1;1;1;1;1;1;3;0;2;1;5;62;59;54;60;76;300;0
5;1;1;1;0;1;1;2;1;3;0;1;74;81;76;71;74;377;0
5;1;1;1;1;1;1;2;1;2;1;5;69;73;68;66;73;347;0
5;1;1;1;1;1;1;0;2;4;1;5;65;75;71;58;100;349;0
5;1;1;1;1;1;1;3;2;2;1;5;66;59;59;64;87;320;0
6;1;1;1;1;1;1;2;1;2;1;5;71;71;70;67;78;352;0
6;1;1;1;1;1;1;3;2;2;1;5;68;60;58;62;75;315;0
5;1;1;1;1;1;1;2;0;3;1;5;63;72;69;73;83;352;0
6;1;1;1;1;1;1;3;2;3;1;5;55;55;59;54;79;288;0
6;1;1;1;1;1;1;2;2;2;1;5;69;65;64;76;76;345;0
5;1;1;1;1;1;1;3;2;2;1;5;71;76;64;71;85;358;0
5;1;1;1;1;1;0;2;1;1;1;5;71;70;67;78;82;362;0
5;1;1;1;1;1;1;2;2;2;1;5;74;67;65;61;80;339;0
6;1;1;1;1;1;1;3;2;3;1;5;65;57;55;65;81;310;0
0;1;1;1;1;1;1;3;2;2;1;5;69;73;68;70;78;353;0
6;1;1;1;1;1;1;3;1;2;1;5;68;73;73;67;82;356;0
6;1;1;1;1;1;1;3;1;2;1;5;70;83;74;82;81;388;0
6;1;1;1;1;1;1;3;1;2;1;5;68;70;51;47;85;305;0
6;1;1;1;1;1;1;2;1;3;1;5;71;75;75;72;88;372;0
5;1;1;1;1;1;1;3;1;2;1;5;79;84;79;78;86;402;0
6;1;1;1;1;1;1;3;1;3;0;5;74;76;67;72;83;365;0
4;1;1;1;1;1;0;3;1;3;1;5;77;76;69;76;81;375;0
6;1;1;1;1;1;1;3;2;2;1;5;70;74;73;70;89;365;0
0;1;1;1;1;1;0;3;1;0;1;5;79;70;68;76;79;368;0
6;1;1;1;1;1;1;3;1;3;1;5;71;73;66;62;85;347;0
6;1;1;1;1;1;1;2;1;2;1;5;67;70;66;69;81;345;0
4;1;1;1;1;1;1;2;2;2;0;5;63;70;64;59;68;322;0
4;1;1;1;1;1;1;2;1;3;0;5;67;78;69;69;78;357;0
6;1;1;1;1;1;1;2;1;2;1;5;69;71;62;67;77;340;0
4;1;1;1;1;1;1;2;1;2;1;5;69;69;68;64;80;342;0
5;1;1;1;1;1;1;2;1;3;0;5;73;81;74;68;86;375;0
6;1;1;1;1;1;1;3;0;3;1;5;68;76;73;81;100;382;0
6;1;1;1;1;1;0;2;0;2;1;5;77;100;75;75;85;410;0
4;1;1;1;1;1;0;3;1;2;0;5;63;69;64;62;70;325;0
6;1;1;1;1;1;1;3;1;2;1;5;77;76;74;79;79;383;0
6;1;1;1;1;1;1;3;1;2;1;5;70;68;70;66;80;347;0
6;1;1;1;1;1;0;2;2;3;0;5;60;68;60;53;83;310;0
5;1;1;1;1;1;0;2;1;0;0;5;59;68;58;50;80;302;0
6;1;1;1;1;1;1;2;2;3;0;5;65;61;54;62;81;310;0
6;1;1;1;1;1;1;2;1;3;0;5;57;60;52;62;85;299;0
6;1;1;1;1;1;0;2;2;2;0;1;72;76;78;75;81;378;0
4;1;1;1;1;1;1;3;1;2;1;5;70;62;59;74;70;333;0
6;1;1;1;1;1;1;3;2;3;0;5;58;64;58;43;78;287;0
4;1;1;1;1;1;0;3;1;3;1;5;76;77;66;74;78;368;0
5;1;1;1;1;1;1;3;1;2;1;5;75;100;71;100;84;432;0
5;1;1;1;1;1;1;2;2;2;1;5;69;75;69;66;79;352;0
5;1;1;1;1;1;1;2;0;2;1;5;68;66;62;52;80;317;0
4;1;1;1;1;1;1;2;1;2;1;5;71;78;76;78;87;383;0
5;1;1;1;1;1;1;2;1;0;0;5;65;67;64;65;83;333;0
6;1;1;1;1;1;1;3;2;0;1;5;71;71;67;61;79;342;0
5;1;1;1;1;1;1;2;2;2;0;5;72;74;72;77;85;373;0
6;1;1;1;1;1;1;3;2;2;0;5;67;60;48;61;78;302;0
5;1;1;1;1;1;1;2;2;2;0;5;74;73;75;77;81;376;0
4;1;1;1;1;1;1;3;1;2;0;5;59;51;45;61;71;277;0
4;1;1;1;1;1;1;2;1;1;0;1;74;74;65;69;82;357;0
4;1;1;1;1;1;0;1;1;3;1;5;61;63;54;59;86;307;0
5;1;1;1;1;1;1;3;1;1;1;5;75;81;67;67;83;367;0
4;1;1;1;1;1;1;2;1;2;1;5;70;77;74;71;81;368;0
4;1;1;1;1;1;1;3;0;2;1;5;74;68;69;70;82;356;0
6;1;1;1;1;1;0;2;1;3;0;5;68;76;68;67;84;354;0
6;1;1;1;1;1;0;3;2;1;0;5;71;65;65;78;84;354;0
6;1;1;1;1;1;0;3;1;1;0;5;80;83;73;77;83;393;0
5;1;1;1;1;1;1;2;2;3;0;5;63;64;59;51;82;305;0
5;1;1;1;1;1;1;2;1;2;1;5;56;75;67;69;74;337;0
6;1;1;1;1;1;1;3;2;3;1;5;64;69;68;68;75;339;0
5;1;1;1;1;1;1;1;1;3;0;5;73;73;64;73;83;358;0
3;1;1;1;1;1;1;3;1;1;0;5;74;79;77;70;100;385;0
6;1;1;1;1;1;1;3;1;2;1;5;75;78;73;82;100;394;0
6;1;1;1;1;1;1;2;0;1;1;5;64;71;67;60;80;333;0
6;1;1;1;1;1;1;3;1;3;0;5;73;84;73;71;87;381;0
6;1;1;1;1;1;1;3;1;2;1;5;76;74;77;72;83;377;0
6;1;1;1;1;1;1;3;1;3;1;5;77;70;67;67;80;355;0
6;1;1;1;1;1;0;3;1;3;1;5;59;78;61;48;79;314;0
5;1;1;1;1;1;1;3;1;3;0;5;60;59;45;56;80;285;0
5;1;1;1;1;1;1;2;1;3;0;5;71;68;65;62;83;339;0
5;1;1;1;1;1;1;3;2;3;1;5;61;67;57;54;77;305;0
4;1;1;1;1;1;1;2;2;3;0;5;76;74;73;75;84;376;0
5;1;1;1;1;1;1;2;1;3;1;5;67;78;73;71;86;367;0
5;1;1;1;1;1;1;3;1;3;1;5;76;83;73;60;100;375;0
5;1;1;1;1;1;0;2;0;0;1;5;75;75;68;80;100;382;0
6;1;1;1;1;1;1;3;2;2;1;5;60;56;56;61;83;301;0
5;1;1;1;1;1;1;3;2;3;1;5;73;80;73;78;84;383;0
6;1;1;1;1;1;1;3;1;2;1;5;77;80;74;76;100;393;0
4;1;1;1;1;1;1;3;1;2;1;5;71;76;67;70;85;360;0
5;1;1;1;1;1;1;3;1;1;1;5;72;72;60;53;82;328;0
4;1;1;1;1;1;1;3;0;2;0;5;66;78;74;76;83;371;0
6;1;1;1;1;1;1;2;2;3;0;5;65;68;66;47;76;313;0
5;1;1;1;1;1;1;3;0;3;1;5;65;59;65;56;100;321;0
5;1;1;1;1;1;1;2;2;2;0;5;72;72;64;65;69;342;0
5;1;1;1;1;1;1;2;2;3;0;5;66;66;62;68;74;331;0
4;1;1;1;1;1;1;3;1;3;0;5;80;66;67;70;84;359;0
6;1;1;1;1;1;1;2;2;1;1;5;68;69;58;58;80;323;0
6;1;1;1;1;1;1;0;1;2;0;5;53;64;65;60;77;309;0
5;1;1;1;1;1;1;2;1;3;1;5;76;77;66;70;83;365;0
6;1;1;1;1;1;1;3;1;1;0;5;72;70;71;67;81;354;0
0;1;1;1;1;1;1;3;1;3;1;5;67;81;66;72;88;364;0
6;1;1;1;1;1;1;2;1;1;0;5;65;74;62;63;79;335;0
6;1;1;1;1;1;1;3;1;2;1;5;73;75;67;64;85;355;0
3;1;1;1;1;1;1;3;2;2;1;5;75;80;80;77;87;393;0
5;1;1;1;1;1;1;3;2;2;0;5;68;76;69;57;100;350;0
6;1;1;1;1;1;1;3;1;3;0;5;69;70;70;67;85;351;0
6;1;1;1;1;1;0;2;1;2;0;5;70;74;73;76;88;372;0
4;1;1;1;1;1;1;3;1;2;1;5;68;71;65;59;78;333;0
5;1;1;1;1;1;1;3;2;3;1;5;72;78;68;61;75;351;0
5;1;1;1;1;1;1;2;2;2;0;5;74;79;72;70;83;372;0
4;1;1;1;1;1;1;3;1;1;1;5;67;53;62;66;74;315;0
5;1;1;1;1;1;1;2;1;3;1;5;60;76;71;63;83;343;0
6;1;1;1;1;1;1;3;1;3;1;5;73;66;67;71;82;351;0
6;1;1;1;1;1;1;3;1;2;0;5;56;55;51;66;78;293;0
5;1;1;1;1;1;1;3;2;3;1;5;61;57;62;53;74;297;0
6;1;1;1;1;1;1;3;1;3;1;5;66;75;67;74;80;356;0
4;1;1;1;1;1;1;3;1;3;1;5;74;73;73;79;82;377;0
5;1;1;1;1;1;1;3;2;3;0;5;68;55;54;67;85;314;0
5;1;1;1;1;1;1;2;2;2;1;5;74;77;70;69;86;368;0
4;1;1;1;1;1;1;3;1;3;0;5;68;67;68;66;86;343;0
6;1;1;1;1;1;1;3;1;1;1;5;72;80;72;65;100;372;0
4;1;1;1;1;1;1;2;1;3;0;5;77;71;70;73;82;367;0
3;1;1;1;1;0;1;3;2;3;0;1;72;68;69;73;75;354;0
6;1;1;1;1;1;0;2;1;2;0;5;68;67;55;52;100;318;0
5;1;1;1;1;1;1;3;2;3;1;5;69;77;77;66;81;365;0
5;1;1;1;1;1;1;3;2;2;1;5;75;78;75;79;85;387;0
5;1;1;1;1;1;0;2;1;2;0;5;75;74;73;75;85;375;0
6;1;1;1;1;1;1;3;2;2;1;5;72;74;71;73;100;373;0
6;1;1;1;1;1;1;3;1;2;1;5;67;66;58;61;84;323;0
4;1;1;1;1;1;1;3;1;2;0;5;75;68;67;66;84;351;0
4;1;1;1;1;1;0;3;2;2;1;5;72;100;69;63;81;382;0
6;1;1;1;1;1;1;3;1;2;1;5;70;74;68;69;84;357;0
4;1;1;1;1;1;1;3;2;2;1;5;71;65;62;66;78;335;0
4;1;1;1;1;1;1;3;1;3;1;5;72;72;71;74;86;367;0
5;1;1;1;1;1;1;2;1;3;1;5;73;72;69;67;86;357;0
5;1;1;1;1;1;1;2;1;3;1;5;74;72;72;69;81;362;0
5;1;1;1;1;1;1;2;0;1;1;5;75;76;75;69;100;379;0
5;1;1;1;1;1;0;3;1;2;0;5;64;75;66;68;85;348;0
5;1;1;1;1;1;1;3;0;2;1;5;71;66;71;64;83;346;0
6;1;1;1;1;1;1;3;1;2;1;5;80;75;72;75;85;381;0
4;1;1;1;1;1;1;1;2;2;0;5;65;47;49;55;80;280;0
5;1;1;1;1;1;0;3;1;3;1;5;76;74;71;74;85;373;0
5;1;1;1;1;1;1;2;1;1;0;5;77;78;78;82;84;396;0
6;1;1;1;1;1;1;2;0;3;1;5;68;76;74;71;80;364;0
5;1;1;1;1;1;1;3;0;3;1;5;65;62;58;60;81;314;0
5;1;1;1;0;1;1;2;2;2;1;5;79;100;76;73;85;411;0
5;1;1;1;1;1;1;2;1;3;1;5;72;72;71;69;100;366;0
4;1;1;1;1;1;1;3;2;2;1;5;73;78;70;69;80;365;0
4;1;1;1;1;1;1;2;1;3;1;5;70;69;74;69;72;353;0
3;1;1;1;1;1;1;2;1;3;0;5;70;42;49;62;58;280;0
4;1;1;1;1;1;1;3;1;2;1;5;77;74;69;71;80;367;0
4;1;1;1;1;1;1;2;1;3;1;5;67;65;73;74;86;355;0
6;1;1;1;1;1;1;3;1;1;0;5;66;78;72;72;77;362;0
6;1;1;1;1;1;1;2;1;2;1;5;69;72;70;61;85;347;0
5;1;1;1;1;1;0;2;1;3;1;5;66;72;69;70;83;352;0
5;1;1;1;1;1;1;2;1;3;1;5;64;44;58;57;78;287;0
6;1;1;1;1;1;1;3;1;2;0;5;72;70;70;74;81;361;0
6;1;1;1;1;1;0;3;1;3;0;5;69;66;57;53;100;321;0
4;1;1;1;1;1;0;3;1;2;0;5;64;76;67;62;82;342;0
6;1;1;1;1;1;1;3;2;3;1;5;59;45;54;58;72;277;0
6;1;1;1;1;1;1;3;1;2;1;5;72;74;62;75;86;360;0
6;1;1;1;1;1;1;3;1;3;1;5;55;65;45;52;81;282;0
6;1;1;1;1;1;1;2;1;2;1;5;71;62;57;70;83;332;0
5;1;1;1;1;1;1;2;0;0;1;5;66;79;61;54;84;332;0
6;1;1;1;1;1;0;3;1;3;1;5;73;75;69;74;83;368;0
3;1;1;1;1;1;1;3;1;3;1;5;68;72;70;69;83;354;0
5;1;1;1;1;1;1;3;1;3;1;5;78;68;61;71;83;353;0
6;1;1;1;1;1;1;3;1;3;1;5;65;62;60;68;77;324;0
5;1;1;1;1;1;0;2;2;2;1;5;67;79;74;72;100;375;0
6;1;1;1;1;1;1;3;2;2;1;5;65;68;64;71;86;342;0
6;1;1;1;1;1;1;2;1;1;1;5;65;75;69;76;79;359;0
6;1;0;1;1;1;1;2;1;3;1;5;70;69;67;66;81;345;0
4;1;1;1;1;1;1;2;1;2;0;5;68;100;68;73;84;389;0
5;1;1;1;1;1;1;3;1;3;1;5;72;70;68;76;87;363;0
5;1;1;1;1;1;1;3;2;2;1;5;75;78;77;80;85;390;0
4;1;1;1;1;1;1;3;1;2;1;5;71;71;67;65;83;348;0
6;1;1;1;1;1;1;2;2;2;1;5;71;80;75;73;100;383;0
4;1;1;1;1;1;1;3;1;2;0;5;64;70;68;76;83;353;0
6;1;1;1;1;1;1;2;1;3;1;5;75;100;74;72;85;403;0
6;1;1;1;1;1;1;2;1;2;1;5;68;71;65;68;78;344;0
6;1;1;1;1;1;1;3;1;2;1;5;71;78;61;64;79;347;0
4;1;1;1;1;1;1;2;1;3;1;5;66;64;61;67;72;325;0
0;1;1;1;1;1;1;3;1;2;1;5;72;100;72;76;81;400;0
6;1;1;1;1;1;1;3;1;2;1;5;63;67;62;57;73;315;0
4;1;1;1;1;1;0;3;1;2;0;5;64;66;67;55;72;318;0
6;1;1;1;1;1;1;1;1;1;0;5;70;63;45;66;87;315;0
6;1;1;1;1;1;1;3;1;3;0;5;65;65;62;63;81;325;0
5;1;1;1;1;1;1;3;1;3;1;5;65;69;62;65;84;333;0
4;1;1;1;1;1;0;0;1;3;0;5;70;79;66;68;82;358;0
6;1;1;1;1;1;1;3;2;2;1;5;71;69;58;70;69;336;0
4;1;1;1;1;1;0;3;1;2;1;5;72;66;66;63;81;339;0
4;1;1;1;1;1;1;3;1;3;0;5;63;65;67;59;100;332;0
6;1;1;1;1;1;0;3;1;2;0;5;69;72;68;69;84;353;0
6;1;1;1;1;1;1;2;1;2;0;5;66;59;57;60;81;310;0
5;1;1;1;1;1;1;3;1;2;1;5;74;77;68;66;83;361;0
6;1;1;1;1;1;1;3;1;2;1;5;66;68;69;66;79;341;0
6;1;1;1;1;1;1;2;1;2;1;5;74;69;71;79;83;370;0
6;1;1;1;1;1;0;3;1;0;1;5;66;63;60;58;77;315;0
4;1;1;1;1;1;1;3;1;3;0;5;56;63;60;60;84;308;0
5;1;0;1;1;1;1;2;1;3;1;5;67;63;63;55;83;318;0
6;1;1;1;1;1;1;3;1;3;1;5;74;77;67;75;100;377;0
6;1;1;1;1;1;1;3;2;3;1;5;68;65;60;64;81;328;0
6;1;1;1;1;1;1;3;0;3;1;5;72;77;69;71;100;372;0
6;1;1;1;1;1;1;3;1;3;1;5;66;71;72;72;82;356;0
5;1;1;1;1;1;1;3;2;3;1;5;71;61;63;68;86;337;0
5;1;1;1;1;1;1;0;2;2;1;5;71;74;73;67;78;359;0
6;1;1;1;1;1;1;3;1;2;1;5;72;67;69;66;88;350;0
6;1;1;1;1;1;1;2;2;3;1;5;59;73;59;64;84;327;0
5;1;1;1;1;1;1;3;2;3;1;5;69;76;70;77;84;369;0
6;1;1;1;1;1;1;3;2;2;1;5;74;79;75;78;100;392;0
4;1;1;1;1;1;1;2;1;3;1;5;63;72;67;70;81;345;0
4;1;1;1;1;1;1;3;1;2;0;5;59;62;59;63;69;307;0
3;1;1;1;1;1;0;2;0;2;1;5;72;74;72;71;76;363;0
1;1;0;1;0;0;0;0;0;3;0;1;66;60;57;59;51;299;0
4;1;1;0;1;0;1;3;1;3;0;5;62;66;66;58;83;323;0
6;1;1;1;1;1;1;2;2;2;1;5;63;74;68;67;86;347;0
4;1;1;1;1;0;1;2;0;2;1;5;71;83;73;69;81;373;0
6;1;1;1;1;1;0;2;2;3;1;5;62;64;59;63;74;315;0
5;1;1;1;1;1;1;3;1;3;1;5;70;82;73;64;84;366;0
5;1;1;1;1;1;1;2;1;2;1;5;69;71;67;70;79;350;0
5;1;1;1;1;1;1;3;2;2;1;5;100;79;75;80;88;419;0
6;1;1;1;1;1;1;2;2;3;1;5;69;70;64;77;100;362;0
5;1;1;1;1;1;1;3;1;1;1;5;58;72;72;67;83;342;0
6;1;1;1;1;1;1;2;0;2;1;5;39;57;48;50;84;256;0
6;1;1;1;1;1;1;3;1;2;1;5;72;77;77;74;100;385;0
6;1;1;1;1;1;1;2;1;1;0;5;71;67;67;66;85;345;0
6;1;1;1;1;1;1;3;1;3;1;5;80;80;74;71;80;383;0
6;1;1;1;1;1;1;2;1;3;1;5;68;82;71;78;100;383;0
6;1;1;1;1;1;1;3;2;3;0;5;76;61;54;68;80;330;0
6;1;1;1;1;1;1;3;1;2;0;5;63;68;60;59;86;322;0
6;1;1;1;1;1;1;3;0;2;1;5;72;63;60;65;77;330;0
3;1;1;1;1;1;1;3;1;2;0;5;70;74;73;82;88;379;0
4;1;1;1;1;1;0;3;1;2;0;5;76;100;100;79;100;448;0
5;1;1;1;1;1;1;3;1;3;0;5;74;68;65;64;83;345;0
5;1;1;1;1;1;0;2;1;3;1;5;74;75;78;70;100;381;0
5;1;1;1;1;1;1;3;1;2;1;5;63;63;68;70;83;337;0
4;1;1;1;1;1;1;2;1;2;0;5;73;78;73;76;81;377;0
5;1;1;1;1;1;1;3;2;1;0;5;65;74;66;70;81;348;0
6;1;1;1;1;1;1;3;2;1;1;5;74;81;74;71;86;379;0
6;1;1;1;1;1;1;3;1;2;1;5;68;74;67;74;84;359;0
5;1;1;1;1;1;1;3;1;2;1;5;67;72;74;71;82;359;0
5;1;1;1;1;1;1;2;1;2;1;5;60;70;62;63;78;324;0
6;1;1;1;1;1;1;1;1;3;1;5;73;73;63;66;86;350;0
5;1;1;1;1;1;1;3;2;1;1;5;54;51;54;56;72;276;0
6;1;1;1;1;1;1;3;1;3;1;5;77;78;72;77;100;389;0
5;1;1;1;1;1;1;3;1;1;1;5;64;71;65;53;83;324;0
6;1;1;1;1;1;1;2;2;1;1;5;65;74;74;70;77;356;0
6;1;1;1;1;1;1;3;1;3;1;5;73;70;66;75;79;358;0
6;1;1;1;1;1;1;3;1;3;0;5;76;74;71;68;100;372;0
6;1;1;1;1;1;1;3;1;1;1;5;66;67;55;61;71;315;0
5;1;1;1;1;1;0;3;1;2;0;1;79;100;74;77;88;415;0
5;1;0;1;1;1;1;2;1;3;0;1;60;56;58;56;60;288;0
6;1;1;1;1;1;1;3;1;3;1;5;70;64;60;54;87;320;0
3;1;1;1;1;1;1;2;0;3;1;5;72;72;70;69;85;359;0
6;1;1;1;1;1;1;2;2;2;1;5;63;68;61;62;83;325;0
4;1;1;1;1;1;1;2;1;3;1;5;69;66;60;61;85;328;0
6;1;1;1;1;1;1;2;1;2;0;5;69;72;64;73;84;353;0
4;1;1;1;1;1;1;2;1;2;0;5;72;62;65;58;75;325;0
4;1;1;1;1;1;1;2;1;2;0;5;70;68;65;66;75;339;0
1;1;1;1;1;1;0;2;1;1;0;5;63;53;59;66;77;308;0
5;1;1;1;1;1;0;3;2;1;1;5;75;83;72;74;100;389;0
6;1;1;1;1;1;0;3;1;3;1;5;58;65;62;54;79;306;0
6;1;1;1;1;1;1;2;1;2;0;5;78;63;63;67;85;345;0
5;1;1;1;1;1;1;3;1;3;1;5;67;60;55;59;79;308;0
4;1;1;1;1;1;1;1;0;3;1;5;75;77;71;70;79;368;0
6;1;1;1;1;1;1;3;1;3;0;5;77;76;73;67;85;371;0
3;1;1;1;1;1;1;3;1;2;1;5;69;70;67;75;100;363;0
6;1;1;1;1;1;0;2;1;3;1;5;67;66;61;72;84;339;0
4;1;0;1;1;1;1;2;1;3;1;5;74;82;79;76;100;397;0
6;1;1;1;1;1;1;3;1;3;1;5;76;78;73;78;80;383;0
6;1;1;1;1;1;1;3;2;3;0;5;69;66;64;61;83;332;0
6;1;1;1;1;1;1;3;2;3;1;5;65;65;65;63;83;330;0
6;1;1;1;1;1;1;3;2;2;1;5;71;80;78;67;86;375;0
3;1;1;1;1;0;0;3;1;2;0;5;45;40;43;49;41;220;2
4;1;1;1;1;1;1;1;2;1;0;5;58;53;51;51;70;273;0
5;1;1;1;1;1;1;3;1;3;0;5;73;66;69;84;86;370;0
6;1;1;1;1;1;1;3;2;2;1;5;58;62;51;47;71;279;0
5;1;1;1;1;1;1;3;1;0;0;5;77;70;65;75;78;361;0
5;1;1;1;1;1;1;3;0;2;1;5;100;78;76;84;86;423;0
5;1;1;1;1;1;1;3;1;3;1;5;76;78;74;74;84;381;0
6;1;1;1;1;1;1;3;2;3;1;5;75;71;74;78;85;377;0
4;1;1;1;1;1;1;3;1;2;1;5;81;83;75;74;82;393;0
5;1;1;1;1;1;1;3;2;3;0;5;62;63;51;48;75;287;0
4;1;1;1;1;1;1;3;1;3;1;5;71;73;67;64;77;347;0
5;1;1;1;1;1;1;3;2;3;1;5;72;79;77;72;82;378;0
3;1;0;1;1;1;1;3;0;2;1;5;73;76;75;84;87;389;0
5;1;1;1;1;1;1;3;1;2;1;5;74;74;72;72;100;375;0
5;1;1;1;1;1;1;3;2;2;1;5;72;69;68;67;85;351;0
5;1;1;1;1;1;1;3;2;3;0;5;65;62;65;68;82;332;0
5;1;1;1;1;1;1;3;2;1;1;5;68;73;74;77;81;368;0
5;1;1;1;1;1;1;2;1;2;1;5;65;63;58;62;83;318;0
5;1;1;1;1;1;0;2;1;2;1;5;70;75;74;82;62;371;0
6;1;1;1;1;1;1;3;1;2;1;5;72;60;61;62;83;326;0
4;1;1;1;1;1;1;2;0;3;0;5;69;66;65;69;80;341;0
5;1;1;1;1;1;1;3;1;2;1;5;67;57;61;65;79;319;0
6;1;1;1;1;1;1;3;0;2;1;5;71;64;64;62;86;334;0
4;1;1;1;1;1;1;1;1;3;0;5;73;69;67;62;81;344;0
4;1;1;1;1;1;1;3;1;2;1;5;76;70;63;71;86;356;0
5;1;1;1;1;1;1;3;1;3;0;5;67;73;77;69;83;362;0
5;1;1;1;1;1;1;3;2;3;1;5;63;71;64;64;84;335;0
5;1;1;1;1;1;1;2;2;2;1;5;71;68;61;75;86;350;0
4;1;1;1;1;1;1;3;1;2;1;5;66;73;70;82;77;365;0
6;1;1;1;1;1;0;2;1;3;1;5;72;70;72;68;85;358;0
3;1;1;1;0;1;1;3;1;2;0;5;62;68;67;63;75;329;0
6;1;1;1;1;1;0;3;1;2;1;5;71;77;73;66;74;360;0
6;1;1;1;1;1;1;2;2;1;0;5;69;57;52;55;81;300;0
4;1;1;1;1;1;0;3;2;0;1;5;66;64;66;64;80;331;0
4;1;1;1;1;1;0;3;1;3;1;5;63;65;62;60;82;320;0
6;1;1;1;1;1;0;2;1;3;1;5;75;73;68;73;89;368;0
5;1;1;1;1;1;1;3;1;2;0;5;66;77;70;61;83;348;0
5;1;1;1;1;1;1;2;1;2;1;5;74;79;73;66;86;370;0
6;1;1;1;1;1;1;3;2;3;0;5;76;68;66;69;85;355;0
3;1;1;1;1;1;1;2;1;1;1;5;80;80;75;80;86;397;0
6;1;1;1;1;1;1;3;2;2;0;5;58;59;56;58;78;297;0
5;1;1;1;1;1;1;3;1;2;0;5;71;72;69;76;80;363;0
5;1;1;1;1;1;1;2;1;3;0;5;68;69;65;65;100;347;0
6;1;1;1;1;1;1;3;1;2;1;5;67;72;55;64;84;330;0
2;1;1;1;1;1;1;3;1;1;0;5;76;66;66;69;78;350;0
5;1;1;1;1;1;1;3;2;2;1;5;73;74;68;77;80;368;0
4;1;1;1;1;1;1;3;2;3;1;5;71;100;76;78;85;408;0
5;1;1;1;1;1;1;2;1;1;1;5;76;80;76;81;88;395;0
6;1;1;1;1;1;0;3;1;3;0;5;72;75;67;70;84;360;0
6;1;1;1;1;1;0;3;1;2;1;5;77;100;100;80;83;444;0
6;1;1;1;1;1;0;3;1;1;1;5;76;76;75;72;85;378;0
5;1;1;1;1;1;1;2;1;3;0;5;62;54;55;63;76;299;0
6;1;1;1;1;1;1;2;2;2;0;5;68;77;73;69;85;364;0
4;1;1;1;1;1;1;3;1;2;1;5;81;70;68;71;77;364;0
5;1;1;1;1;1;1;1;1;3;0;5;58;57;55;50;82;285;0
6;1;1;1;1;1;1;2;2;3;1;5;67;68;68;70;79;345;0
6;1;1;1;1;1;1;2;1;3;1;5;79;68;66;67;81;354;0
5;1;1;1;1;1;1;2;1;2;1;5;64;74;56;66;82;332;0
4;1;1;1;1;1;1;3;1;2;0;1;61;56;64;59;78;307;0
5;1;1;1;1;1;1;2;1;2;1;5;53;59;56;36;76;265;0
5;1;1;1;1;1;1;3;1;3;1;5;67;63;58;59;79;315;0
6;1;1;1;1;1;1;2;2;2;0;5;67;51;55;66;79;306;0
5;1;1;1;1;1;1;3;2;2;0;5;64;76;73;58;81;344;0
5;1;1;1;1;1;1;3;1;3;0;5;64;74;62;65;83;338;0
4;1;1;1;1;1;1;3;2;1;1;5;63;59;60;65;86;318;0
4;1;1;1;1;1;1;0;1;2;0;5;72;70;64;69;85;350;0
6;1;1;1;1;1;1;3;1;2;1;5;69;68;65;64;85;340;0
4;1;1;1;1;1;0;3;2;2;0;5;74;79;70;72;81;372;0
5;1;1;1;1;1;0;2;1;2;0;5;72;74;61;71;84;353;0
5;1;1;1;1;1;1;3;1;2;1;5;76;80;76;72;84;383;0
4;1;1;1;1;1;1;2;1;3;1;5;70;74;72;72;88;366;0
4;1;1;1;1;1;1;3;2;3;0;5;73;100;100;78;100;443;0
3;1;1;1;1;1;1;3;1;2;0;5;72;74;69;74;81;365;0
5;1;1;1;1;1;0;1;2;2;0;5;63;48;49;61;69;282;0
